"month","subject","checkouts"
2021-12-01,literature,73889
2021-12-01,romance,41557
2021-12-01,thriller,39643
2021-12-01,fantasy,39355
2021-12-01,mystery,39276
2021-12-01,historical fiction,33739
2021-12-01,juvenile fiction,30698
2021-12-01,suspense,25089
2021-12-01,humor (fiction),21872
2021-12-01,juvenile literature,21600
2021-12-01,science fiction,18346
2021-12-01,graphic novels,16461
2021-12-01,young adult fiction,15070
2021-12-01,picture books,13896
2021-12-01,cartoons and comics,9323
2021-12-01,young adult literature,9264
2021-12-01,classic literature,7686
2021-12-01,lgbtqia+ (fiction),6067
2021-12-01,humorous stories,5966
2021-12-01,historical fiction,5691
2021-12-01,short stories,5445
2021-12-01,stories in rhyme,4288
2021-12-01,science fiction,3590
2021-12-01,domestic fiction,3535
2021-12-01,horror,3256
2021-12-01,humorous fiction,3197
2021-12-01,fantasy comics,2930
2021-12-01,psychological fiction,2783
2021-12-01,short stories,2319
2021-12-01,love stories,2226
2021-12-01,adventure and adventurers fiction,2126
2021-12-01,young adult fiction,1972
2021-12-01,adventure stories,1693
2021-12-01,western,1436
2021-12-01,erotic literature,1428
2021-12-01,science fiction & fantasy,1352
2021-12-01,paranormal fiction,1321
2021-12-01,christian fiction,852
2021-12-01,christian fiction,225
2021-11-01,literature,68291
2021-11-01,thriller,39492
2021-11-01,romance,38457
2021-11-01,fantasy,37767
2021-11-01,mystery,37358
2021-11-01,historical fiction,32321
2021-11-01,juvenile fiction,31149
2021-11-01,suspense,25722
2021-11-01,juvenile literature,21741
2021-11-01,graphic novels,21171
2021-11-01,humor (fiction),20065
2021-11-01,picture books,19471
2021-11-01,science fiction,16579
2021-11-01,young adult fiction,14413
2021-11-01,cartoons and comics,12092
2021-11-01,young adult literature,8797
2021-11-01,humorous stories,8158
2021-11-01,classic literature,7367
2021-11-01,historical fiction,6277
2021-11-01,stories in rhyme,6236
2021-11-01,lgbtqia+ (fiction),5716
2021-11-01,short stories,5107
2021-11-01,domestic fiction,4640
2021-11-01,science fiction,4264
2021-11-01,humorous fiction,4106
2021-11-01,horror,3723
2021-11-01,fantasy comics,3600
2021-11-01,psychological fiction,3359
2021-11-01,adventure and adventurers fiction,3040
2021-11-01,short stories,2580
2021-11-01,love stories,2388
2021-11-01,adventure stories,2358
2021-11-01,young adult fiction,2262
2021-11-01,western,1501
2021-11-01,paranormal fiction,1369
2021-11-01,science fiction & fantasy,1333
2021-11-01,erotic literature,1211
2021-11-01,christian fiction,856
2021-11-01,christian fiction,271
2021-10-01,literature,67628
2021-10-01,thriller,39380
2021-10-01,romance,38722
2021-10-01,mystery,37342
2021-10-01,fantasy,37146
2021-10-01,historical fiction,31396
2021-10-01,juvenile fiction,28143
2021-10-01,suspense,25290
2021-10-01,graphic novels,20589
2021-10-01,juvenile literature,19404
2021-10-01,humor (fiction),19226
2021-10-01,picture books,18976
2021-10-01,science fiction,16952
2021-10-01,young adult fiction,14799
2021-10-01,cartoons and comics,11646
2021-10-01,humorous stories,8562
2021-10-01,young adult literature,8459
2021-10-01,classic literature,7377
2021-10-01,historical fiction,6421
2021-10-01,stories in rhyme,6125
2021-10-01,lgbtqia+ (fiction),5453
2021-10-01,short stories,5022
2021-10-01,horror,4274
2021-10-01,domestic fiction,4227
2021-10-01,science fiction,4169
2021-10-01,humorous fiction,4137
2021-10-01,fantasy comics,3555
2021-10-01,psychological fiction,3227
2021-10-01,adventure and adventurers fiction,2748
2021-10-01,short stories,2677
2021-10-01,young adult fiction,2298
2021-10-01,adventure stories,2295
2021-10-01,love stories,2250
2021-10-01,western,1538
2021-10-01,science fiction & fantasy,1333
2021-10-01,erotic literature,1200
2021-10-01,paranormal fiction,1159
2021-10-01,christian fiction,873
2021-10-01,christian fiction,264
2021-09-01,literature,66446
2021-09-01,romance,37710
2021-09-01,thriller,37275
2021-09-01,mystery,36195
2021-09-01,fantasy,34357
2021-09-01,historical fiction,30934
2021-09-01,juvenile fiction,27062
2021-09-01,suspense,24729
2021-09-01,graphic novels,20951
2021-09-01,humor (fiction),18751
2021-09-01,picture books,17835
2021-09-01,juvenile literature,17516
2021-09-01,science fiction,15872
2021-09-01,young adult fiction,14222
2021-09-01,cartoons and comics,11077
2021-09-01,young adult literature,8181
2021-09-01,humorous stories,8015
2021-09-01,historical fiction,6855
2021-09-01,classic literature,6421
2021-09-01,stories in rhyme,5613
2021-09-01,lgbtqia+ (fiction),5611
2021-09-01,short stories,4900
2021-09-01,domestic fiction,4203
2021-09-01,science fiction,3950
2021-09-01,psychological fiction,3924
2021-09-01,fantasy comics,3891
2021-09-01,humorous fiction,3869
2021-09-01,horror,3121
2021-09-01,adventure and adventurers fiction,2875
2021-09-01,short stories,2667
2021-09-01,young adult fiction,2510
2021-09-01,adventure stories,2256
2021-09-01,love stories,2083
2021-09-01,western,1634
2021-09-01,erotic literature,1421
2021-09-01,science fiction & fantasy,1160
2021-09-01,paranormal fiction,1083
2021-09-01,christian fiction,769
2021-09-01,christian fiction,243
2021-08-01,literature,69437
2021-08-01,thriller,40731
2021-08-01,romance,40094
2021-08-01,mystery,39271
2021-08-01,fantasy,38663
2021-08-01,historical fiction,33132
2021-08-01,juvenile fiction,31404
2021-08-01,suspense,26737
2021-08-01,graphic novels,22590
2021-08-01,humor (fiction),20003
2021-08-01,juvenile literature,19641
2021-08-01,science fiction,17576
2021-08-01,picture books,16156
2021-08-01,young adult fiction,15618
2021-08-01,cartoons and comics,12092
2021-08-01,young adult literature,8791
2021-08-01,humorous stories,7567
2021-08-01,historical fiction,7053
2021-08-01,classic literature,6850
2021-08-01,lgbtqia+ (fiction),5803
2021-08-01,short stories,5224
2021-08-01,stories in rhyme,5085
2021-08-01,domestic fiction,4167
2021-08-01,science fiction,4138
2021-08-01,fantasy comics,3950
2021-08-01,humorous fiction,3911
2021-08-01,psychological fiction,3686
2021-08-01,horror,3238
2021-08-01,adventure and adventurers fiction,2992
2021-08-01,young adult fiction,2857
2021-08-01,short stories,2646
2021-08-01,adventure stories,2501
2021-08-01,love stories,1956
2021-08-01,western,1654
2021-08-01,erotic literature,1529
2021-08-01,science fiction & fantasy,1215
2021-08-01,paranormal fiction,1122
2021-08-01,christian fiction,865
2021-08-01,christian fiction,268
2021-07-01,literature,65959
2021-07-01,mystery,39527
2021-07-01,romance,39437
2021-07-01,thriller,38450
2021-07-01,fantasy,36722
2021-07-01,historical fiction,31949
2021-07-01,juvenile fiction,31515
2021-07-01,suspense,25779
2021-07-01,graphic novels,21509
2021-07-01,humor (fiction),18963
2021-07-01,juvenile literature,17629
2021-07-01,science fiction,16825
2021-07-01,young adult fiction,16243
2021-07-01,picture books,14645
2021-07-01,cartoons and comics,11471
2021-07-01,young adult literature,8765
2021-07-01,humorous stories,7914
2021-07-01,historical fiction,7176
2021-07-01,classic literature,6005
2021-07-01,short stories,4963
2021-07-01,domestic fiction,4508
2021-07-01,stories in rhyme,4500
2021-07-01,humorous fiction,3895
2021-07-01,science fiction,3895
2021-07-01,fantasy comics,3866
2021-07-01,psychological fiction,3185
2021-07-01,adventure and adventurers fiction,3120
2021-07-01,young adult fiction,2994
2021-07-01,horror,2851
2021-07-01,adventure stories,2503
2021-07-01,short stories,2312
2021-07-01,love stories,1987
2021-07-01,erotic literature,1652
2021-07-01,western,1452
2021-07-01,science fiction & fantasy,1086
2021-07-01,paranormal fiction,1075
2021-07-01,christian fiction,901
2021-07-01,christian fiction,241
2021-06-01,literature,12415
2021-06-01,romance,8126
2021-06-01,fantasy,7472
2021-06-01,mystery,7440
2021-06-01,thriller,7112
2021-06-01,juvenile fiction,6123
2021-06-01,historical fiction,5795
2021-06-01,suspense,4825
2021-06-01,graphic novels,3897
2021-06-01,humor (fiction),3541
2021-06-01,juvenile literature,3407
2021-06-01,science fiction,3190
2021-06-01,young adult fiction,3041
2021-06-01,picture books,2381
2021-06-01,cartoons and comics,2122
2021-06-01,young adult literature,1582
2021-06-01,humorous stories,1086
2021-06-01,classic literature,1051
2021-06-01,historical fiction,936
2021-06-01,short stories,928
2021-06-01,science fiction,909
2021-06-01,short stories,867
2021-06-01,stories in rhyme,713
2021-06-01,fantasy comics,642
2021-06-01,adventure and adventurers fiction,591
2021-06-01,domestic fiction,519
2021-06-01,psychological fiction,507
2021-06-01,humorous fiction,479
2021-06-01,love stories,469
2021-06-01,horror,466
2021-06-01,young adult fiction,456
2021-06-01,erotic literature,385
2021-06-01,adventure stories,333
2021-06-01,science fiction & fantasy,217
2021-06-01,western,199
2021-06-01,paranormal fiction,188
2021-06-01,christian fiction,167
2021-05-01,literature,8826
2021-05-01,romance,4835
2021-05-01,thriller,4642
2021-05-01,mystery,4332
2021-05-01,fantasy,4226
2021-05-01,juvenile fiction,4142
2021-05-01,historical fiction,3593
2021-05-01,suspense,2710
2021-05-01,juvenile literature,2097
2021-05-01,humor (fiction),2027
2021-05-01,young adult fiction,2011
2021-05-01,science fiction,1779
2021-05-01,graphic novels,1472
2021-05-01,picture books,1348
2021-05-01,young adult literature,1320
2021-05-01,classic literature,845
2021-05-01,historical fiction,822
2021-05-01,cartoons and comics,791
2021-05-01,short stories,712
2021-05-01,domestic fiction,639
2021-05-01,science fiction,579
2021-05-01,short stories,514
2021-05-01,humorous stories,501
2021-05-01,horror,384
2021-05-01,stories in rhyme,319
2021-05-01,humorous fiction,300
2021-05-01,western,293
2021-05-01,fantasy comics,217
2021-05-01,adventure and adventurers fiction,179
2021-05-01,adventure stories,173
2021-05-01,young adult fiction,165
2021-05-01,erotic literature,156
2021-05-01,psychological fiction,129
2021-04-01,literature,31757
2021-04-01,romance,18369
2021-04-01,fantasy,17618
2021-04-01,juvenile fiction,17418
2021-04-01,mystery,17029
2021-04-01,thriller,15571
2021-04-01,historical fiction,15277
2021-04-01,suspense,10169
2021-04-01,juvenile literature,9815
2021-04-01,humor (fiction),8771
2021-04-01,young adult fiction,8321
2021-04-01,science fiction,7866
2021-04-01,graphic novels,4909
2021-04-01,picture books,4680
2021-04-01,young adult literature,4542
2021-04-01,classic literature,3217
2021-04-01,short stories,2502
2021-04-01,cartoons and comics,2437
2021-04-01,humorous stories,2052
2021-04-01,historical fiction,1846
2021-04-01,stories in rhyme,1513
2021-04-01,horror,1310
2021-04-01,domestic fiction,1182
2021-04-01,science fiction,1154
2021-04-01,psychological fiction,1104
2021-04-01,humorous fiction,997
2021-04-01,short stories,951
2021-04-01,fantasy comics,922
2021-04-01,young adult fiction,914
2021-04-01,adventure and adventurers fiction,780
2021-04-01,erotic literature,735
2021-04-01,western,713
2021-04-01,adventure stories,593
2021-04-01,science fiction & fantasy,581
2021-04-01,christian fiction,452
2021-04-01,love stories,401
2021-04-01,paranormal fiction,298
2021-03-01,literature,65078
2021-03-01,juvenile fiction,39515
2021-03-01,romance,38265
2021-03-01,mystery,38143
2021-03-01,fantasy,37542
2021-03-01,thriller,34711
2021-03-01,historical fiction,33607
2021-03-01,suspense,22602
2021-03-01,juvenile literature,21176
2021-03-01,humor (fiction),20225
2021-03-01,science fiction,16760
2021-03-01,young adult fiction,16230
2021-03-01,picture books,9456
2021-03-01,graphic novels,9020
2021-03-01,young adult literature,8619
2021-03-01,classic literature,6507
2021-03-01,historical fiction,5433
2021-03-01,short stories,4816
2021-03-01,humorous stories,4796
2021-03-01,cartoons and comics,4556
2021-03-01,domestic fiction,3511
2021-03-01,stories in rhyme,3226
2021-03-01,science fiction,3170
2021-03-01,horror,2922
2021-03-01,humorous fiction,2709
2021-03-01,psychological fiction,2413
2021-03-01,adventure and adventurers fiction,1874
2021-03-01,young adult fiction,1847
2021-03-01,love stories,1760
2021-03-01,fantasy comics,1664
2021-03-01,erotic literature,1569
2021-03-01,adventure stories,1567
2021-03-01,western,1452
2021-03-01,science fiction & fantasy,1179
2021-03-01,short stories,1168
2021-03-01,christian fiction,764
2021-03-01,paranormal fiction,526
2021-03-01,christian fiction,168
2021-02-01,literature,40886
2021-02-01,romance,26085
2021-02-01,mystery,24592
2021-02-01,juvenile fiction,24435
2021-02-01,fantasy,22276
2021-02-01,historical fiction,22027
2021-02-01,thriller,21857
2021-02-01,suspense,14215
2021-02-01,juvenile literature,13330
2021-02-01,humor (fiction),12652
2021-02-01,young adult fiction,10483
2021-02-01,science fiction,10396
2021-02-01,young adult literature,5672
2021-02-01,graphic novels,5144
2021-02-01,picture books,4859
2021-02-01,classic literature,3979
2021-02-01,short stories,3101
2021-02-01,humorous stories,2702
2021-02-01,historical fiction,2562
2021-02-01,cartoons and comics,2478
2021-02-01,domestic fiction,1960
2021-02-01,horror,1781
2021-02-01,stories in rhyme,1676
2021-02-01,humorous fiction,1489
2021-02-01,science fiction,1339
2021-02-01,psychological fiction,1248
2021-02-01,western,1153
2021-02-01,erotic literature,1140
2021-02-01,adventure and adventurers fiction,1036
2021-02-01,young adult fiction,901
2021-02-01,fantasy comics,887
2021-02-01,adventure stories,856
2021-02-01,science fiction & fantasy,792
2021-02-01,short stories,737
2021-02-01,love stories,640
2021-02-01,christian fiction,470
2021-02-01,paranormal fiction,298
2021-01-01,literature,16331
2021-01-01,juvenile fiction,8684
2021-01-01,romance,8428
2021-01-01,mystery,8116
2021-01-01,fantasy,7717
2021-01-01,historical fiction,7371
2021-01-01,thriller,7220
2021-01-01,juvenile literature,4843
2021-01-01,suspense,4745
2021-01-01,humor (fiction),3881
2021-01-01,young adult fiction,3860
2021-01-01,science fiction,3510
2021-01-01,young adult literature,2203
2021-01-01,graphic novels,1643
2021-01-01,classic literature,1494
2021-01-01,picture books,1334
2021-01-01,short stories,1104
2021-01-01,horror,874
2021-01-01,humorous stories,804
2021-01-01,cartoons and comics,737
2021-01-01,historical fiction,646
2021-01-01,erotic literature,436
2021-01-01,short stories,422
2021-01-01,science fiction,405
2021-01-01,domestic fiction,397
2021-01-01,adventure and adventurers fiction,397
2021-01-01,stories in rhyme,346
2021-01-01,humorous fiction,317
2021-01-01,psychological fiction,310
2021-01-01,young adult fiction,298
2021-01-01,fantasy comics,287
2021-01-01,science fiction & fantasy,281
2021-01-01,adventure stories,280
2021-01-01,western,232
2021-01-01,christian fiction,175
2021-01-01,love stories,129
2020-12-01,literature,16381
2020-12-01,mystery,8742
2020-12-01,romance,8058
2020-12-01,juvenile fiction,7993
2020-12-01,thriller,7941
2020-12-01,fantasy,7167
2020-12-01,historical fiction,6438
2020-12-01,suspense,5353
2020-12-01,juvenile literature,3919
2020-12-01,humor (fiction),3887
2020-12-01,science fiction,3488
2020-12-01,young adult fiction,3429
2020-12-01,young adult literature,1815
2020-12-01,classic literature,1579
2020-12-01,graphic novels,1145
2020-12-01,short stories,1118
2020-12-01,picture books,936
2020-12-01,horror,724
2020-12-01,historical fiction,586
2020-12-01,humorous stories,579
2020-12-01,cartoons and comics,499
2020-12-01,domestic fiction,434
2020-12-01,short stories,404
2020-12-01,science fiction,393
2020-12-01,erotic literature,358
2020-12-01,stories in rhyme,355
2020-12-01,western,347
2020-12-01,humorous fiction,287
2020-12-01,psychological fiction,285
2020-12-01,young adult fiction,270
2020-12-01,adventure and adventurers fiction,247
2020-12-01,love stories,244
2020-12-01,adventure stories,232
2020-12-01,science fiction & fantasy,215
2020-12-01,fantasy comics,207
2020-12-01,christian fiction,162
2020-11-01,literature,24372
2020-11-01,juvenile fiction,15166
2020-11-01,mystery,14956
2020-11-01,romance,14756
2020-11-01,fantasy,14174
2020-11-01,thriller,13838
2020-11-01,historical fiction,11444
2020-11-01,suspense,8510
2020-11-01,juvenile literature,8446
2020-11-01,humor (fiction),7163
2020-11-01,science fiction,6511
2020-11-01,young adult fiction,6362
2020-11-01,young adult literature,3498
2020-11-01,classic literature,2849
2020-11-01,short stories,1960
2020-11-01,graphic novels,1901
2020-11-01,picture books,1558
2020-11-01,historical fiction,1295
2020-11-01,horror,1165
2020-11-01,humorous stories,1059
2020-11-01,domestic fiction,985
2020-11-01,cartoons and comics,920
2020-11-01,erotic literature,826
2020-11-01,western,777
2020-11-01,science fiction,709
2020-11-01,psychological fiction,657
2020-11-01,stories in rhyme,603
2020-11-01,young adult fiction,564
2020-11-01,humorous fiction,557
2020-11-01,adventure and adventurers fiction,456
2020-11-01,science fiction & fantasy,395
2020-11-01,adventure stories,351
2020-11-01,short stories,349
2020-11-01,fantasy comics,331
2020-11-01,christian fiction,296
2020-11-01,love stories,181
2020-11-01,paranormal fiction,166
2020-10-01,literature,16191
2020-10-01,mystery,10288
2020-10-01,juvenile fiction,10013
2020-10-01,romance,9636
2020-10-01,fantasy,9213
2020-10-01,thriller,9105
2020-10-01,historical fiction,7603
2020-10-01,suspense,5867
2020-10-01,juvenile literature,5408
2020-10-01,humor (fiction),4693
2020-10-01,science fiction,4278
2020-10-01,young adult fiction,4210
2020-10-01,young adult literature,2282
2020-10-01,classic literature,1782
2020-10-01,short stories,1455
2020-10-01,graphic novels,1289
2020-10-01,picture books,987
2020-10-01,horror,961
2020-10-01,historical fiction,669
2020-10-01,humorous stories,666
2020-10-01,domestic fiction,577
2020-10-01,cartoons and comics,577
2020-10-01,erotic literature,500
2020-10-01,science fiction,453
2020-10-01,stories in rhyme,375
2020-10-01,humorous fiction,361
2020-10-01,short stories,355
2020-10-01,western,349
2020-10-01,young adult fiction,325
2020-10-01,science fiction & fantasy,286
2020-10-01,psychological fiction,264
2020-10-01,adventure and adventurers fiction,255
2020-10-01,christian fiction,230
2020-10-01,fantasy comics,224
2020-10-01,adventure stories,203
2020-10-01,love stories,126
2020-09-01,literature,28415
2020-09-01,romance,17253
2020-09-01,mystery,16127
2020-09-01,juvenile fiction,15879
2020-09-01,fantasy,15655
2020-09-01,thriller,15157
2020-09-01,historical fiction,12784
2020-09-01,suspense,9923
2020-09-01,juvenile literature,9010
2020-09-01,humor (fiction),8109
2020-09-01,young adult fiction,8018
2020-09-01,science fiction,7426
2020-09-01,young adult literature,4130
2020-09-01,classic literature,2987
2020-09-01,short stories,2247
2020-09-01,graphic novels,1717
2020-09-01,horror,1510
2020-09-01,picture books,1157
2020-09-01,historical fiction,1058
2020-09-01,cartoons and comics,904
2020-09-01,erotic literature,884
2020-09-01,humorous stories,827
2020-09-01,domestic fiction,733
2020-09-01,western,523
2020-09-01,psychological fiction,457
2020-09-01,stories in rhyme,454
2020-09-01,science fiction & fantasy,440
2020-09-01,science fiction,424
2020-09-01,christian fiction,402
2020-09-01,humorous fiction,399
2020-09-01,short stories,361
2020-09-01,young adult fiction,338
2020-09-01,adventure and adventurers fiction,330
2020-09-01,fantasy comics,302
2020-09-01,adventure stories,236
2020-09-01,love stories,212
2020-09-01,paranormal fiction,131
2020-08-01,literature,35848
2020-08-01,romance,21739
2020-08-01,mystery,20998
2020-08-01,thriller,20974
2020-08-01,juvenile fiction,20647
2020-08-01,fantasy,20286
2020-08-01,historical fiction,17146
2020-08-01,suspense,13835
2020-08-01,juvenile literature,11148
2020-08-01,humor (fiction),10749
2020-08-01,young adult fiction,9727
2020-08-01,science fiction,8927
2020-08-01,young adult literature,5273
2020-08-01,classic literature,4298
2020-08-01,short stories,2645
2020-08-01,horror,1932
2020-08-01,erotic literature,1047
2020-08-01,western,874
2020-08-01,science fiction & fantasy,704
2020-08-01,christian fiction,500
2020-08-01,graphic novels,313
2020-08-01,historical fiction,207
2020-08-01,picture books,161
2020-08-01,domestic fiction,141
2020-08-01,cartoons and comics,119
2020-08-01,psychological fiction,102
2020-07-01,literature,53733
2020-07-01,romance,33077
2020-07-01,juvenile fiction,32815
2020-07-01,mystery,31936
2020-07-01,thriller,30270
2020-07-01,fantasy,29487
2020-07-01,historical fiction,25740
2020-07-01,suspense,19502
2020-07-01,juvenile literature,17815
2020-07-01,humor (fiction),15619
2020-07-01,young adult fiction,15301
2020-07-01,science fiction,13581
2020-07-01,young adult literature,8430
2020-07-01,classic literature,5897
2020-07-01,short stories,4370
2020-07-01,horror,2805
2020-07-01,erotic literature,1604
2020-07-01,western,1185
2020-07-01,science fiction & fantasy,1123
2020-07-01,christian fiction,765
2020-06-01,literature,12203
2020-06-01,juvenile fiction,7863
2020-06-01,romance,7698
2020-06-01,mystery,6866
2020-06-01,fantasy,6796
2020-06-01,thriller,6422
2020-06-01,historical fiction,5645
2020-06-01,juvenile literature,4625
2020-06-01,suspense,4187
2020-06-01,humor (fiction),3648
2020-06-01,young adult fiction,3443
2020-06-01,science fiction,2943
2020-06-01,young adult literature,2144
2020-06-01,classic literature,1335
2020-06-01,short stories,873
2020-06-01,horror,521
2020-06-01,erotic literature,386
2020-06-01,western,278
2020-06-01,science fiction & fantasy,251
2020-06-01,christian fiction,129
2020-05-01,literature,896
2020-05-01,thriller,608
2020-05-01,suspense,447
2020-05-01,romance,347
2020-05-01,mystery,291
2020-05-01,fantasy,234
2020-05-01,juvenile fiction,228
2020-05-01,classic literature,127
2020-05-01,young adult fiction,123
2020-05-01,juvenile literature,113
2020-05-01,historical fiction,113
2020-05-01,science fiction,112
2020-04-01,literature,1520
2020-04-01,mystery,1187
2020-04-01,thriller,971
2020-04-01,fantasy,829
2020-04-01,romance,751
2020-04-01,suspense,745
2020-04-01,juvenile fiction,659
2020-04-01,historical fiction,551
2020-04-01,science fiction,394
2020-04-01,juvenile literature,297
2020-04-01,young adult fiction,245
2020-04-01,humor (fiction),230
2020-04-01,classic literature,144
2020-04-01,short stories,139
2020-04-01,young adult literature,125
2020-03-01,literature,55220
2020-03-01,mystery,36394
2020-03-01,thriller,35668
2020-03-01,fantasy,35114
2020-03-01,romance,34607
2020-03-01,juvenile fiction,29918
2020-03-01,historical fiction,28873
2020-03-01,suspense,23818
2020-03-01,graphic novels,16217
2020-03-01,young adult fiction,15627
2020-03-01,science fiction,15527
2020-03-01,juvenile literature,15205
2020-03-01,humor (fiction),14830
2020-03-01,picture books,9574
2020-03-01,cartoons and comics,8251
2020-03-01,young adult literature,8190
2020-03-01,humorous stories,7161
2020-03-01,classic literature,6678
2020-03-01,historical fiction,6336
2020-03-01,short stories,5085
2020-03-01,stories in rhyme,4297
2020-03-01,domestic fiction,4180
2020-03-01,science fiction,3914
2020-03-01,young adult fiction,3667
2020-03-01,humorous fiction,3230
2020-03-01,horror,3118
2020-03-01,adventure and adventurers fiction,2938
2020-03-01,fantasy comics,2561
2020-03-01,psychological fiction,2451
2020-03-01,short stories,2253
2020-03-01,adventure stories,2186
2020-03-01,erotic literature,1915
2020-03-01,western,1322
2020-03-01,science fiction & fantasy,1320
2020-03-01,paranormal fiction,950
2020-03-01,love stories,919
2020-03-01,christian fiction,801
2020-03-01,christian fiction,313
2020-02-01,literature,23652
2020-02-01,thriller,14585
2020-02-01,romance,14153
2020-02-01,mystery,13803
2020-02-01,fantasy,13777
2020-02-01,historical fiction,11667
2020-02-01,graphic novels,10842
2020-02-01,suspense,9495
2020-02-01,juvenile fiction,9243
2020-02-01,picture books,6717
2020-02-01,science fiction,6294
