"month","subject","checkouts"
2020-02-01,young adult fiction,6238
2020-02-01,humor (fiction),6066
2020-02-01,cartoons and comics,5855
2020-02-01,juvenile literature,4612
2020-02-01,historical fiction,4457
2020-02-01,humorous stories,4326
2020-02-01,domestic fiction,4269
2020-02-01,young adult literature,3245
2020-02-01,stories in rhyme,2844
2020-02-01,science fiction,2780
2020-02-01,classic literature,2739
2020-02-01,humorous fiction,2234
2020-02-01,short stories,2174
2020-02-01,short stories,2089
2020-02-01,fantasy comics,1659
2020-02-01,psychological fiction,1525
2020-02-01,adventure and adventurers fiction,1421
2020-02-01,young adult fiction,1356
2020-02-01,horror,1155
2020-02-01,adventure stories,1109
2020-02-01,erotic literature,822
2020-02-01,western,576
2020-02-01,paranormal fiction,517
2020-02-01,love stories,472
2020-02-01,science fiction & fantasy,432
2020-02-01,christian fiction,268
2020-02-01,christian fiction,179
2020-01-01,literature,22374
2020-01-01,thriller,12517
2020-01-01,fantasy,11862
2020-01-01,romance,11786
2020-01-01,mystery,11661
2020-01-01,historical fiction,9575
2020-01-01,suspense,8487
2020-01-01,graphic novels,8326
2020-01-01,juvenile fiction,7050
2020-01-01,science fiction,5510
2020-01-01,picture books,5479
2020-01-01,young adult fiction,4664
2020-01-01,historical fiction,4656
2020-01-01,cartoons and comics,4597
2020-01-01,humor (fiction),4288
2020-01-01,juvenile literature,3516
2020-01-01,humorous stories,3214
2020-01-01,domestic fiction,2780
2020-01-01,young adult literature,2463
2020-01-01,stories in rhyme,2394
2020-01-01,classic literature,1898
2020-01-01,short stories,1747
2020-01-01,science fiction,1727
2020-01-01,short stories,1613
2020-01-01,humorous fiction,1416
2020-01-01,fantasy comics,1235
2020-01-01,adventure and adventurers fiction,1131
2020-01-01,psychological fiction,1079
2020-01-01,horror,1000
2020-01-01,young adult fiction,957
2020-01-01,adventure stories,803
2020-01-01,erotic literature,625
2020-01-01,love stories,447
2020-01-01,western,418
2020-01-01,science fiction & fantasy,379
2020-01-01,paranormal fiction,348
2020-01-01,christian fiction,257
2020-01-01,christian fiction,191
2019-12-01,literature,45567
2019-12-01,thriller,26884
2019-12-01,fantasy,26726
2019-12-01,romance,26436
2019-12-01,mystery,26268
2019-12-01,historical fiction,21979
2019-12-01,suspense,17522
2019-12-01,graphic novels,17355
2019-12-01,juvenile fiction,16395
2019-12-01,young adult fiction,11776
2019-12-01,science fiction,11360
2019-12-01,humor (fiction),10647
2019-12-01,picture books,10285
2019-12-01,cartoons and comics,9350
2019-12-01,juvenile literature,8523
2019-12-01,historical fiction,7574
2019-12-01,humorous stories,7182
2019-12-01,young adult literature,6430
2019-12-01,domestic fiction,4767
2019-12-01,classic literature,4593
2019-12-01,stories in rhyme,4374
2019-12-01,science fiction,3686
2019-12-01,short stories,3317
2019-12-01,humorous fiction,3265
2019-12-01,fantasy comics,2837
2019-12-01,short stories,2745
2019-12-01,psychological fiction,2608
2019-12-01,young adult fiction,2511
2019-12-01,adventure and adventurers fiction,2451
2019-12-01,horror,2376
2019-12-01,adventure stories,1964
2019-12-01,erotic literature,1248
2019-12-01,science fiction & fantasy,1041
2019-12-01,paranormal fiction,1026
2019-12-01,love stories,977
2019-12-01,western,973
2019-12-01,christian fiction,576
2019-12-01,christian fiction,334
2019-11-01,literature,25185
2019-11-01,romance,15221
2019-11-01,fantasy,15013
2019-11-01,thriller,14696
2019-11-01,mystery,14428
2019-11-01,historical fiction,12434
2019-11-01,graphic novels,11514
2019-11-01,suspense,10255
2019-11-01,juvenile fiction,10049
2019-11-01,picture books,7561
2019-11-01,young adult fiction,6577
2019-11-01,science fiction,6381
2019-11-01,humor (fiction),5800
2019-11-01,cartoons and comics,5532
2019-11-01,juvenile literature,4994
2019-11-01,humorous stories,4907
2019-11-01,historical fiction,4797
2019-11-01,stories in rhyme,3495
2019-11-01,young adult literature,3421
2019-11-01,domestic fiction,2717
2019-11-01,science fiction,2341
2019-11-01,classic literature,2241
2019-11-01,humorous fiction,2228
2019-11-01,short stories,2062
2019-11-01,fantasy comics,1814
2019-11-01,psychological fiction,1762
2019-11-01,short stories,1695
2019-11-01,adventure and adventurers fiction,1644
2019-11-01,adventure stories,1447
2019-11-01,young adult fiction,1351
2019-11-01,horror,1330
2019-11-01,erotic literature,840
2019-11-01,western,678
2019-11-01,love stories,649
2019-11-01,science fiction & fantasy,558
2019-11-01,paranormal fiction,472
2019-11-01,christian fiction,343
2019-11-01,christian fiction,183
2019-10-01,literature,585
2019-10-01,thriller,325
2019-10-01,romance,276
2019-10-01,suspense,228
2019-10-01,mystery,203
2019-10-01,fantasy,193
2019-10-01,juvenile fiction,127
2019-10-01,short stories,120
2019-09-01,literature,11077
2019-09-01,fantasy,6130
2019-09-01,mystery,5892
2019-09-01,romance,5642
2019-09-01,thriller,5486
2019-09-01,historical fiction,4759
2019-09-01,graphic novels,4594
2019-09-01,suspense,3462
2019-09-01,juvenile fiction,3257
2019-09-01,picture books,2608
2019-09-01,science fiction,2440
2019-09-01,cartoons and comics,2425
2019-09-01,young adult fiction,2394
2019-09-01,humor (fiction),2350
2019-09-01,domestic fiction,2334
2019-09-01,humorous stories,2058
2019-09-01,historical fiction,1655
2019-09-01,juvenile literature,1569
2019-09-01,stories in rhyme,1504
2019-09-01,classic literature,1128
2019-09-01,humorous fiction,1106
2019-09-01,young adult literature,1080
2019-09-01,science fiction,831
2019-09-01,short stories,798
2019-09-01,fantasy comics,722
2019-09-01,adventure and adventurers fiction,715
2019-09-01,short stories,682
2019-09-01,adventure stories,632
2019-09-01,psychological fiction,624
2019-09-01,young adult fiction,619
2019-09-01,horror,484
2019-09-01,love stories,347
2019-09-01,erotic literature,294
2019-09-01,western,221
2019-09-01,paranormal fiction,159
2019-09-01,science fiction & fantasy,155
2019-09-01,christian fiction,135
2019-09-01,christian fiction,107
2019-08-01,literature,22425
2019-08-01,mystery,13596
2019-08-01,thriller,13410
2019-08-01,fantasy,13308
2019-08-01,romance,13274
2019-08-01,historical fiction,10924
2019-08-01,graphic novels,10587
2019-08-01,suspense,9089
2019-08-01,juvenile fiction,8262
2019-08-01,young adult fiction,6476
2019-08-01,science fiction,6103
2019-08-01,historical fiction,5342
2019-08-01,picture books,5300
2019-08-01,cartoons and comics,5088
2019-08-01,humorous stories,4985
2019-08-01,humor (fiction),4797
2019-08-01,juvenile literature,3909
2019-08-01,young adult literature,2986
2019-08-01,domestic fiction,2905
2019-08-01,humorous fiction,2813
2019-08-01,stories in rhyme,2761
2019-08-01,science fiction,2278
2019-08-01,classic literature,2155
2019-08-01,adventure and adventurers fiction,1914
2019-08-01,short stories,1893
2019-08-01,fantasy comics,1752
2019-08-01,adventure stories,1681
2019-08-01,psychological fiction,1654
2019-08-01,young adult fiction,1563
2019-08-01,short stories,1220
2019-08-01,horror,1148
2019-08-01,love stories,812
2019-08-01,erotic literature,806
2019-08-01,western,493
2019-08-01,science fiction & fantasy,450
2019-08-01,paranormal fiction,410
2019-08-01,christian fiction,280
2019-08-01,christian fiction,248
2019-07-01,literature,873
2019-07-01,thriller,406
2019-07-01,romance,381
2019-07-01,fantasy,365
2019-07-01,science fiction,290
2019-07-01,mystery,264
2019-07-01,graphic novels,142
2019-07-01,suspense,137
2019-07-01,juvenile fiction,131
2019-07-01,humor (fiction),117
2019-07-01,classic literature,114
2019-07-01,short stories,104
2019-06-01,literature,8091
2019-06-01,thriller,5101
2019-06-01,fantasy,4849
2019-06-01,mystery,4737
2019-06-01,romance,4687
2019-06-01,historical fiction,3894
2019-06-01,graphic novels,3524
2019-06-01,suspense,3387
2019-06-01,juvenile fiction,3067
2019-06-01,science fiction,2376
2019-06-01,picture books,2067
2019-06-01,cartoons and comics,1939
2019-06-01,young adult fiction,1927
2019-06-01,humor (fiction),1841
2019-06-01,humorous stories,1726
2019-06-01,juvenile literature,1391
2019-06-01,historical fiction,1294
2019-06-01,classic literature,1010
2019-06-01,stories in rhyme,970
2019-06-01,young adult literature,860
2019-06-01,fantasy comics,797
2019-06-01,science fiction,776
2019-06-01,domestic fiction,772
2019-06-01,humorous fiction,728
2019-06-01,short stories,632
2019-06-01,adventure and adventurers fiction,613
2019-06-01,young adult fiction,585
2019-06-01,psychological fiction,568
2019-06-01,adventure stories,538
2019-06-01,horror,504
2019-06-01,short stories,387
2019-06-01,erotic literature,335
2019-06-01,love stories,266
2019-06-01,western,222
2019-06-01,paranormal fiction,222
2019-06-01,science fiction & fantasy,141
2019-06-01,christian fiction,112
2019-05-01,literature,562
2019-05-01,romance,217
2019-05-01,fantasy,215
2019-05-01,short stories,109
2019-05-01,mystery,100
2019-04-01,literature,20217
2019-04-01,thriller,14932
2019-04-01,mystery,13330
2019-04-01,fantasy,13101
2019-04-01,romance,12707
2019-04-01,historical fiction,10262
2019-04-01,suspense,9884
2019-04-01,graphic novels,9418
2019-04-01,juvenile fiction,7784
2019-04-01,young adult fiction,6211
2019-04-01,science fiction,5640
2019-04-01,picture books,5283
2019-04-01,humor (fiction),5268
2019-04-01,historical fiction,4809
2019-04-01,humorous stories,4745
2019-04-01,cartoons and comics,4412
2019-04-01,juvenile literature,3556
2019-04-01,stories in rhyme,3185
2019-04-01,young adult literature,2927
2019-04-01,science fiction,2281
2019-04-01,humorous fiction,2239
2019-04-01,domestic fiction,2110
2019-04-01,classic literature,1830
2019-04-01,psychological fiction,1654
2019-04-01,short stories,1634
2019-04-01,adventure and adventurers fiction,1603
2019-04-01,adventure stories,1434
2019-04-01,young adult fiction,1428
2019-04-01,fantasy comics,1320
2019-04-01,horror,1032
2019-04-01,short stories,963
2019-04-01,erotic literature,812
2019-04-01,love stories,685
2019-04-01,science fiction & fantasy,587
2019-04-01,western,477
2019-04-01,paranormal fiction,437
2019-04-01,christian fiction,298
2019-04-01,christian fiction,204
2019-03-01,literature,32682
2019-03-01,thriller,22778
2019-03-01,mystery,21634
2019-03-01,romance,21378
2019-03-01,fantasy,21310
2019-03-01,historical fiction,17515
2019-03-01,suspense,15450
2019-03-01,graphic novels,15079
2019-03-01,juvenile fiction,13236
2019-03-01,young adult fiction,10101
2019-03-01,science fiction,9700
2019-03-01,cartoons and comics,8165
2019-03-01,humorous stories,8050
2019-03-01,picture books,7991
2019-03-01,humor (fiction),7922
2019-03-01,historical fiction,6925
2019-03-01,juvenile literature,6039
2019-03-01,young adult literature,4903
2019-03-01,stories in rhyme,4858
2019-03-01,domestic fiction,3673
2019-03-01,science fiction,3503
2019-03-01,humorous fiction,3464
2019-03-01,classic literature,3425
2019-03-01,psychological fiction,3246
2019-03-01,short stories,2904
2019-03-01,adventure and adventurers fiction,2671
2019-03-01,adventure stories,2478
2019-03-01,fantasy comics,2403
2019-03-01,young adult fiction,2396
2019-03-01,short stories,1744
2019-03-01,horror,1670
2019-03-01,erotic literature,1211
2019-03-01,love stories,1138
2019-03-01,science fiction & fantasy,877
2019-03-01,western,761
2019-03-01,paranormal fiction,667
2019-03-01,christian fiction,388
2019-03-01,christian fiction,327
2019-02-01,literature,3985
2019-02-01,thriller,2867
2019-02-01,romance,2731
2019-02-01,fantasy,2647
2019-02-01,mystery,2617
2019-02-01,historical fiction,2327
2019-02-01,suspense,1850
2019-02-01,graphic novels,1706
2019-02-01,juvenile fiction,1689
2019-02-01,young adult fiction,1327
2019-02-01,science fiction,1027
2019-02-01,humor (fiction),905
2019-02-01,humorous stories,892
2019-02-01,cartoons and comics,846
2019-02-01,picture books,774
2019-02-01,historical fiction,758
2019-02-01,juvenile literature,733
2019-02-01,young adult literature,666
2019-02-01,stories in rhyme,565
2019-02-01,domestic fiction,521
2019-02-01,classic literature,498
2019-02-01,science fiction,439
2019-02-01,psychological fiction,372
2019-02-01,short stories,336
2019-02-01,young adult fiction,328
2019-02-01,adventure and adventurers fiction,279
2019-02-01,humorous fiction,266
2019-02-01,adventure stories,261
2019-02-01,short stories,258
2019-02-01,fantasy comics,240
2019-02-01,erotic literature,201
2019-02-01,love stories,195
2019-02-01,horror,194
2019-02-01,science fiction & fantasy,127
2019-02-01,paranormal fiction,102
2019-02-01,western,100
2019-01-01,literature,12436
2019-01-01,thriller,8176
2019-01-01,mystery,7837
2019-01-01,romance,7307
2019-01-01,fantasy,6627
2019-01-01,historical fiction,5953
2019-01-01,suspense,5912
2019-01-01,graphic novels,5455
2019-01-01,juvenile fiction,4219
2019-01-01,young adult fiction,3064
2019-01-01,science fiction,2830
2019-01-01,historical fiction,2790
2019-01-01,humor (fiction),2713
2019-01-01,humorous stories,2625
2019-01-01,cartoons and comics,2608
2019-01-01,picture books,2497
2019-01-01,juvenile literature,1892
2019-01-01,stories in rhyme,1540
2019-01-01,young adult literature,1493
2019-01-01,humorous fiction,1335
2019-01-01,domestic fiction,1262
2019-01-01,science fiction,1169
2019-01-01,classic literature,1031
2019-01-01,young adult fiction,974
2019-01-01,psychological fiction,971
2019-01-01,adventure and adventurers fiction,963
2019-01-01,fantasy comics,962
2019-01-01,short stories,902
2019-01-01,adventure stories,849
2019-01-01,horror,729
2019-01-01,short stories,611
2019-01-01,erotic literature,535
2019-01-01,love stories,354
2019-01-01,science fiction & fantasy,308
2019-01-01,paranormal fiction,282
2019-01-01,western,251
2019-01-01,christian fiction,147
2019-01-01,christian fiction,111
2018-12-01,literature,25805
2018-12-01,thriller,18359
2018-12-01,mystery,18027
2018-12-01,fantasy,17426
2018-12-01,romance,17365
2018-12-01,graphic novels,13737
2018-12-01,historical fiction,13529
2018-12-01,suspense,12196
2018-12-01,juvenile fiction,10978
2018-12-01,cartoons and comics,8056
2018-12-01,science fiction,8019
2018-12-01,young adult fiction,7930
2018-12-01,humorous stories,5859
2018-12-01,humor (fiction),5664
2018-12-01,picture books,5526
2018-12-01,juvenile literature,5108
2018-12-01,historical fiction,5085
2018-12-01,stories in rhyme,3432
2018-12-01,young adult literature,3402
2018-12-01,psychological fiction,3208
2018-12-01,domestic fiction,2875
2018-12-01,science fiction,2805
2018-12-01,classic literature,2616
2018-12-01,short stories,2390
2018-12-01,fantasy comics,2225
2018-12-01,adventure and adventurers fiction,2164
2018-12-01,humorous fiction,2043
2018-12-01,young adult fiction,1995
2018-12-01,adventure stories,1809
2018-12-01,horror,1447
2018-12-01,short stories,1368
2018-12-01,erotic literature,1247
2018-12-01,love stories,1020
2018-12-01,western,636
2018-12-01,science fiction & fantasy,620
2018-12-01,paranormal fiction,523
2018-12-01,christian fiction,340
2018-12-01,christian fiction,316
2018-11-01,literature,34196
2018-11-01,thriller,25040
2018-11-01,mystery,24435
2018-11-01,romance,23191
2018-11-01,fantasy,23155
2018-11-01,historical fiction,18613
2018-11-01,graphic novels,18233
2018-11-01,suspense,16349
2018-11-01,juvenile fiction,15129
2018-11-01,young adult fiction,10741
2018-11-01,cartoons and comics,10424
2018-11-01,science fiction,10188
2018-11-01,humorous stories,9832
2018-11-01,picture books,9030
2018-11-01,historical fiction,8542
2018-11-01,humor (fiction),7876
2018-11-01,juvenile literature,7552
2018-11-01,stories in rhyme,5839
2018-11-01,domestic fiction,5389
2018-11-01,young adult literature,5093
2018-11-01,science fiction,3863
2018-11-01,psychological fiction,3727
2018-11-01,young adult fiction,3480
2018-11-01,humorous fiction,3363
2018-11-01,short stories,3249
2018-11-01,classic literature,3191
2018-11-01,adventure and adventurers fiction,3144
2018-11-01,adventure stories,2911
2018-11-01,fantasy comics,2883
2018-11-01,horror,2055
2018-11-01,short stories,1858
2018-11-01,erotic literature,1674
2018-11-01,love stories,1570
2018-11-01,western,890
2018-11-01,science fiction & fantasy,870
2018-11-01,paranormal fiction,832
2018-11-01,christian fiction,392
2018-11-01,christian fiction,392
2018-10-01,literature,34896
2018-10-01,thriller,25435
2018-10-01,mystery,25045
2018-10-01,romance,23634
2018-10-01,fantasy,23420
2018-10-01,graphic novels,19894
2018-10-01,historical fiction,19584
2018-10-01,suspense,16853
2018-10-01,juvenile fiction,13604
2018-10-01,cartoons and comics,11131
2018-10-01,young adult fiction,10686
2018-10-01,science fiction,10595
2018-10-01,humorous stories,9716
2018-10-01,historical fiction,8734
2018-10-01,picture books,8716
2018-10-01,humor (fiction),7252
2018-10-01,juvenile literature,6363
2018-10-01,stories in rhyme,6000
2018-10-01,domestic fiction,5939
2018-10-01,young adult literature,4946
2018-10-01,science fiction,4169
2018-10-01,humorous fiction,4094
2018-10-01,psychological fiction,3604
2018-10-01,classic literature,3584
2018-10-01,short stories,3473
2018-10-01,fantasy comics,3464
2018-10-01,adventure and adventurers fiction,3180
2018-10-01,adventure stories,2915
2018-10-01,young adult fiction,2863
2018-10-01,horror,2414
2018-10-01,short stories,2115
2018-10-01,love stories,1765
2018-10-01,erotic literature,1732
2018-10-01,western,1061
2018-10-01,paranormal fiction,989
2018-10-01,science fiction & fantasy,956
2018-10-01,christian fiction,511
2018-10-01,christian fiction,487
2018-09-01,literature,34344
2018-09-01,thriller,25541
2018-09-01,mystery,25038
2018-09-01,romance,23721
2018-09-01,fantasy,23271
2018-09-01,graphic novels,19676
2018-09-01,historical fiction,18881
2018-09-01,suspense,16990
2018-09-01,juvenile fiction,13758
2018-09-01,cartoons and comics,11503
2018-09-01,science fiction,10915
2018-09-01,young adult fiction,10116
2018-09-01,humorous stories,9230
2018-09-01,humor (fiction),7845
2018-09-01,picture books,7689
2018-09-01,historical fiction,6914
2018-09-01,juvenile literature,6369
2018-09-01,domestic fiction,5453
2018-09-01,stories in rhyme,5362
2018-09-01,young adult literature,4759
2018-09-01,psychological fiction,4581
2018-09-01,science fiction,4194
2018-09-01,humorous fiction,3993
2018-09-01,short stories,3447
2018-09-01,classic literature,3356
2018-09-01,young adult fiction,3103
2018-09-01,fantasy comics,3028
2018-09-01,adventure stories,2977
2018-09-01,adventure and adventurers fiction,2927
2018-09-01,short stories,2202
2018-09-01,horror,2202
2018-09-01,love stories,1703
2018-09-01,erotic literature,1681
2018-09-01,paranormal fiction,918
2018-09-01,science fiction & fantasy,899
2018-09-01,western,813
2018-09-01,christian fiction,469
2018-09-01,christian fiction,424
2018-08-01,literature,37534
2018-08-01,mystery,27357
2018-08-01,thriller,26972
2018-08-01,fantasy,25333
2018-08-01,romance,24800
2018-08-01,graphic novels,23951
2018-08-01,historical fiction,19750
2018-08-01,suspense,17552
2018-08-01,juvenile fiction,16595
2018-08-01,cartoons and comics,14274
2018-08-01,science fiction,11757
2018-08-01,young adult fiction,11243
2018-08-01,humorous stories,10380
2018-08-01,humor (fiction),8678
2018-08-01,juvenile literature,7946
2018-08-01,picture books,7847
2018-08-01,historical fiction,7470
2018-08-01,domestic fiction,6904
2018-08-01,stories in rhyme,5854
2018-08-01,psychological fiction,5105
2018-08-01,young adult literature,5050
2018-08-01,science fiction,4821
2018-08-01,young adult fiction,4174
2018-08-01,humorous fiction,4032
2018-08-01,short stories,3727
2018-08-01,fantasy comics,3698
2018-08-01,adventure and adventurers fiction,3646
2018-08-01,adventure stories,3578
2018-08-01,classic literature,3490
2018-08-01,short stories,2566
2018-08-01,horror,2121
2018-08-01,love stories,1958
2018-08-01,erotic literature,1736
2018-08-01,paranormal fiction,1033
2018-08-01,science fiction & fantasy,955
2018-08-01,western,879
2018-08-01,christian fiction,540
2018-08-01,christian fiction,518
2018-07-01,literature,37012
2018-07-01,mystery,27147
2018-07-01,thriller,26971
2018-07-01,fantasy,25052
2018-07-01,romance,24584
2018-07-01,graphic novels,22233
2018-07-01,historical fiction,20143
2018-07-01,suspense,17262
2018-07-01,juvenile fiction,15261
2018-07-01,cartoons and comics,13096
2018-07-01,young adult fiction,11724
2018-07-01,science fiction,11484
2018-07-01,humorous stories,10696
2018-07-01,historical fiction,9236
2018-07-01,humor (fiction),8031
2018-07-01,domestic fiction,7396
2018-07-01,juvenile literature,7122
2018-07-01,picture books,7056
2018-07-01,young adult literature,5590
2018-07-01,stories in rhyme,5059
2018-07-01,science fiction,5049
2018-07-01,humorous fiction,4628
2018-07-01,psychological fiction,4619
2018-07-01,young adult fiction,4154
2018-07-01,adventure and adventurers fiction,3724
2018-07-01,fantasy comics,3607
2018-07-01,adventure stories,3566
2018-07-01,short stories,3449
2018-07-01,classic literature,3201
2018-07-01,horror,2198
2018-07-01,short stories,2155
2018-07-01,love stories,2073
2018-07-01,erotic literature,1629
2018-07-01,paranormal fiction,1030
2018-07-01,science fiction & fantasy,961
2018-07-01,western,924
2018-07-01,christian fiction,555
2018-07-01,christian fiction,489
2018-06-01,literature,43654
2018-06-01,thriller,31464
2018-06-01,mystery,31060
2018-06-01,fantasy,29294
2018-06-01,romance,28985
2018-06-01,graphic novels,27226
2018-06-01,historical fiction,23398
2018-06-01,suspense,20658
2018-06-01,juvenile fiction,17968
2018-06-01,cartoons and comics,15987
2018-06-01,science fiction,13327
2018-06-01,humorous stories,12975
2018-06-01,young adult fiction,12868
2018-06-01,historical fiction,10911
2018-06-01,humor (fiction),9135
2018-06-01,domestic fiction,8530
2018-06-01,picture books,8529
2018-06-01,juvenile literature,8151
2018-06-01,stories in rhyme,6429
2018-06-01,science fiction,6058
2018-06-01,young adult literature,6022
2018-06-01,psychological fiction,5480
2018-06-01,humorous fiction,5094
2018-06-01,young adult fiction,4746
2018-06-01,adventure and adventurers fiction,4528
2018-06-01,adventure stories,4306
2018-06-01,fantasy comics,4209
2018-06-01,short stories,4031
2018-06-01,classic literature,3941
2018-06-01,short stories,3142
2018-06-01,love stories,2585
2018-06-01,horror,2337
2018-06-01,erotic literature,1846
2018-06-01,paranormal fiction,1155
2018-06-01,science fiction & fantasy,1122
2018-06-01,western,1041
2018-06-01,christian fiction,647
2018-06-01,christian fiction,585
2018-05-01,literature,32113
2018-05-01,mystery,24001
2018-05-01,romance,22778
2018-05-01,thriller,22740
2018-05-01,fantasy,21884
2018-05-01,graphic novels,21156
2018-05-01,historical fiction,18086
2018-05-01,suspense,14851
2018-05-01,juvenile fiction,12442
2018-05-01,cartoons and comics,11857
2018-05-01,science fiction,9821
2018-05-01,humorous stories,9456
2018-05-01,young adult fiction,9025
2018-05-01,historical fiction,8045
2018-05-01,picture books,6949
2018-05-01,humor (fiction),6616
2018-05-01,domestic fiction,6333
2018-05-01,juvenile literature,5809
2018-05-01,stories in rhyme,4931
2018-05-01,science fiction,4929
2018-05-01,psychological fiction,4462
2018-05-01,young adult literature,4187
2018-05-01,fantasy comics,3327
2018-05-01,classic literature,3184
2018-05-01,young adult fiction,3137
2018-05-01,adventure and adventurers fiction,3088
2018-05-01,short stories,3074
2018-05-01,short stories,2952
2018-05-01,adventure stories,2881
2018-05-01,humorous fiction,2805
2018-05-01,love stories,1816
2018-05-01,horror,1808
2018-05-01,erotic literature,1410
2018-05-01,paranormal fiction,842
2018-05-01,science fiction & fantasy,841
2018-05-01,western,780
2018-05-01,christian fiction,510
2018-05-01,christian fiction,453
2018-04-01,literature,30280
2018-04-01,mystery,23412
2018-04-01,thriller,21809
2018-04-01,romance,21558
2018-04-01,fantasy,21266
