"month","media","checkouts"
2016-03-01,GLOBE,7
2016-03-01,KIT,4
2016-03-01,LARGEPRINT,34
2016-03-01,MAP,29
2016-03-01,MIXED,890
2016-03-01,MOVIE,4005
2016-03-01,MUSIC,4161
2016-03-01,MUSICSNDREC,7
2016-03-01,NOTATEDMUSIC,1
2016-03-01,REGPRINT,449
2016-03-01,"REGPRINT, SOUNDDISC",2
2016-03-01,"REGPRINT, VIDEOREC",10
2016-03-01,SOUNDCASS,20
2016-03-01,SOUNDDISC,62487
2016-03-01,"SOUNDDISC, SOUNDREC",2
2016-03-01,"SOUNDDISC, VIDEODISC",706
2016-03-01,SOUNDREC,388
2016-03-01,TELEVISION,1500
2016-03-01,VIDEO,163
2016-03-01,VIDEOCART,11
2016-03-01,VIDEOCASS,48
2016-03-01,"VIDEOCASS, VIDEODISC",7
2016-03-01,VIDEODISC,172437
2016-03-01,VIDEOREC,10
2016-03-01,VISUAL,509
2016-02-01,ATLAS,48
2016-02-01,AUDIOBOOK,43337
2016-02-01,BOOK,308049
2016-02-01,CR,422
2016-02-01,EBOOK,110553
2016-02-01,ER,232
2016-02-01,"ER, NONPROJGRAPH",2
2016-02-01,"ER, PRINT",1
2016-02-01,"ER, REGPRINT",1
2016-02-01,"ER, SOUNDDISC",146
2016-02-01,"ER, VIDEODISC",144
2016-02-01,"ER, VIDEOREC",2
2016-02-01,"FLASHCARD, SOUNDDISC",10
2016-02-01,GLOBE,4
2016-02-01,KIT,4
2016-02-01,LARGEPRINT,28
2016-02-01,MAP,33
2016-02-01,MIXED,834
2016-02-01,MOVIE,3994
2016-02-01,MUSIC,4029
2016-02-01,MUSICSNDREC,13
2016-02-01,REGPRINT,340
2016-02-01,"REGPRINT, SOUNDDISC",10
2016-02-01,"REGPRINT, VIDEOREC",8
2016-02-01,SOUNDCASS,17
2016-02-01,"SOUNDCASS, SOUNDDISC",1
2016-02-01,SOUNDDISC,57116
2016-02-01,"SOUNDDISC, SOUNDREC",2
2016-02-01,"SOUNDDISC, VIDEODISC",662
2016-02-01,SOUNDREC,397
2016-02-01,TELEVISION,1435
2016-02-01,VIDEO,172
2016-02-01,VIDEOCART,8
2016-02-01,VIDEOCASS,46
2016-02-01,"VIDEOCASS, VIDEODISC",4
2016-02-01,VIDEODISC,159565
2016-02-01,VIDEOREC,3
2016-02-01,VISUAL,487
2016-01-01,ATLAS,40
2016-01-01,AUDIOBOOK,44785
2016-01-01,BOOK,335890
2016-01-01,CR,461
2016-01-01,EBOOK,120286
2016-01-01,ER,233
2016-01-01,"ER, NONPROJGRAPH",6
2016-01-01,"ER, PRINT",2
2016-01-01,"ER, REGPRINT",1
2016-01-01,"ER, SOUNDDISC",161
2016-01-01,"ER, VIDEODISC",129
2016-01-01,"FLASHCARD, SOUNDDISC",8
2016-01-01,GLOBE,7
2016-01-01,KIT,1
2016-01-01,LARGEPRINT,31
2016-01-01,MAP,34
2016-01-01,MIXED,580
2016-01-01,MOVIE,3857
2016-01-01,MUSIC,4618
2016-01-01,MUSICSNDREC,8
2016-01-01,"PICTURE, VIDEODISC",1
2016-01-01,REGPRINT,365
2016-01-01,"REGPRINT, SOUNDDISC",10
2016-01-01,"REGPRINT, VIDEOREC",5
2016-01-01,"SLIDE, VIDEOCASS",1
2016-01-01,SOUNDCASS,24
2016-01-01,SOUNDDISC,63985
2016-01-01,"SOUNDDISC, SOUNDREC",3
2016-01-01,"SOUNDDISC, VIDEOCASS",1
2016-01-01,"SOUNDDISC, VIDEODISC",762
2016-01-01,SOUNDREC,404
2016-01-01,TELEVISION,1575
2016-01-01,VIDEO,205
2016-01-01,VIDEOCART,12
2016-01-01,VIDEOCASS,60
2016-01-01,"VIDEOCASS, VIDEODISC",7
2016-01-01,VIDEODISC,172252
2016-01-01,VIDEOREC,9
2016-01-01,VISUAL,475
2015-12-01,ATLAS,40
2015-12-01,AUDIOBOOK,41818
2015-12-01,BOOK,287474
2015-12-01,COMPFILE,2
2015-12-01,CR,367
2015-12-01,EBOOK,116458
2015-12-01,ER,186
2015-12-01,"ER, NONPROJGRAPH",1
2015-12-01,"ER, PRINT",2
2015-12-01,"ER, REGPRINT",1
2015-12-01,"ER, SOUNDDISC",142
2015-12-01,"ER, VIDEODISC",130
2015-12-01,FLASHCARD,1
2015-12-01,"FLASHCARD, SOUNDDISC",7
2015-12-01,GLOBE,10
2015-12-01,KIT,4
2015-12-01,LARGEPRINT,32
2015-12-01,MAP,35
2015-12-01,MICROFORM,1
2015-12-01,MIXED,465
2015-12-01,MOVIE,4350
2015-12-01,MUSIC,4992
2015-12-01,MUSICSNDREC,8
2015-12-01,NOTATEDMUSIC,1
2015-12-01,REGPRINT,359
2015-12-01,"REGPRINT, SOUNDDISC",3
2015-12-01,"REGPRINT, VIDEOREC",3
2015-12-01,SOUNDCASS,12
2015-12-01,"SOUNDCASS, SOUNDDISC, VIDEOCASS, VIDEODISC",3
2015-12-01,SOUNDDISC,59422
2015-12-01,"SOUNDDISC, SOUNDREC",6
2015-12-01,"SOUNDDISC, VIDEOCASS",1
2015-12-01,"SOUNDDISC, VIDEODISC",718
2015-12-01,SOUNDREC,350
2015-12-01,TELEVISION,1397
2015-12-01,VIDEO,143
2015-12-01,VIDEOCART,15
2015-12-01,VIDEOCASS,43
2015-12-01,"VIDEOCASS, VIDEODISC",11
2015-12-01,VIDEODISC,168476
2015-12-01,VIDEOREC,5
2015-12-01,VISUAL,470
2015-11-01,ATLAS,50
2015-11-01,AUDIOBOOK,40702
2015-11-01,BOOK,323089
2015-11-01,CR,454
2015-11-01,EBOOK,110825
2015-11-01,ER,207
2015-11-01,"ER, NONPROJGRAPH",6
2015-11-01,"ER, PRINT",3
2015-11-01,"ER, REGPRINT",1
2015-11-01,"ER, SOUNDDISC",137
2015-11-01,"ER, VIDEODISC",114
2015-11-01,"FLASHCARD, SOUNDDISC",10
2015-11-01,GLOBE,7
2015-11-01,KIT,5
2015-11-01,LARGEPRINT,31
2015-11-01,MAP,36
2015-11-01,MIXED,401
2015-11-01,MOVIE,3698
2015-11-01,MUSIC,4332
2015-11-01,MUSICSNDREC,8
2015-11-01,NOTATEDMUSIC,1
2015-11-01,REGPRINT,356
2015-11-01,"REGPRINT, SOUNDDISC",8
2015-11-01,"REGPRINT, VIDEOREC",8
2015-11-01,SOUNDCASS,19
2015-11-01,SOUNDDISC,60983
2015-11-01,"SOUNDDISC, SOUNDREC",2
2015-11-01,"SOUNDDISC, VIDEODISC",784
2015-11-01,SOUNDREC,357
2015-11-01,TELEVISION,1279
2015-11-01,VIDEO,196
2015-11-01,VIDEOCART,15
2015-11-01,VIDEOCASS,43
2015-11-01,"VIDEOCASS, VIDEODISC",13
2015-11-01,VIDEODISC,163755
2015-11-01,VIDEOREC,9
2015-11-01,VISUAL,483
2015-10-01,ATLAS,53
2015-10-01,AUDIOBOOK,41675
2015-10-01,BOOK,336223
2015-10-01,CR,487
2015-10-01,EBOOK,111479
2015-10-01,ER,205
2015-10-01,"ER, NONPROJGRAPH",7
2015-10-01,"ER, PRINT",3
2015-10-01,"ER, REGPRINT",2
2015-10-01,"ER, SOUNDDISC",158
2015-10-01,"ER, VIDEODISC",99
2015-10-01,"ER, VIDEOREC",1
2015-10-01,"FLASHCARD, SOUNDDISC",11
2015-10-01,GLOBE,9
2015-10-01,KIT,8
2015-10-01,LARGEPRINT,38
2015-10-01,MAP,23
2015-10-01,MIXED,434
2015-10-01,MOVIE,3537
2015-10-01,MUSIC,4225
2015-10-01,MUSICSNDREC,5
2015-10-01,NOTATEDMUSIC,1
2015-10-01,REGPRINT,341
2015-10-01,"REGPRINT, SOUNDDISC",3
2015-10-01,"REGPRINT, VIDEOREC",9
2015-10-01,SOUNDCASS,20
2015-10-01,"SOUNDCASS, SOUNDDISC, VIDEOCASS, VIDEODISC",1
2015-10-01,SOUNDDISC,64524
2015-10-01,"SOUNDDISC, SOUNDREC",2
2015-10-01,"SOUNDDISC, VIDEOCASS",2
2015-10-01,"SOUNDDISC, VIDEODISC",863
2015-10-01,SOUNDREC,421
2015-10-01,TELEVISION,1321
2015-10-01,VIDEO,182
2015-10-01,VIDEOCART,10
2015-10-01,VIDEOCASS,51
2015-10-01,"VIDEOCASS, VIDEODISC",9
2015-10-01,VIDEODISC,166615
2015-10-01,VIDEOREC,7
2015-10-01,VISUAL,480
2015-09-01,ATLAS,46
2015-09-01,AUDIOBOOK,40940
2015-09-01,BOOK,339669
2015-09-01,CR,490
2015-09-01,EBOOK,112674
2015-09-01,ER,227
2015-09-01,"ER, NONPROJGRAPH",6
2015-09-01,"ER, PRINT",5
2015-09-01,"ER, REGPRINT",2
2015-09-01,"ER, SOUNDDISC",152
2015-09-01,"ER, VIDEODISC",126
2015-09-01,"ER, VIDEOREC",1
2015-09-01,"FLASHCARD, SOUNDDISC",13
2015-09-01,GLOBE,12
2015-09-01,KIT,6
2015-09-01,LARGEPRINT,35
2015-09-01,MAP,32
2015-09-01,MIXED,375
2015-09-01,MOVIE,3474
2015-09-01,MUSIC,3886
2015-09-01,MUSICSNDREC,8
2015-09-01,NOTATEDMUSIC,2
2015-09-01,REGPRINT,320
2015-09-01,"REGPRINT, SOUNDDISC",6
2015-09-01,"REGPRINT, VIDEOREC",3
2015-09-01,"SLIDE, SOUNDCASS",1
2015-09-01,SOUNDCASS,23
2015-09-01,"SOUNDCASS, SOUNDDISC, VIDEOCASS, VIDEODISC",3
2015-09-01,SOUNDDISC,63720
2015-09-01,"SOUNDDISC, SOUNDREC",2
2015-09-01,"SOUNDDISC, VIDEOCASS",1
2015-09-01,"SOUNDDISC, VIDEODISC",860
2015-09-01,SOUNDREC,422
2015-09-01,TELEVISION,1214
2015-09-01,VIDEO,242
2015-09-01,VIDEOCART,11
2015-09-01,VIDEOCASS,49
2015-09-01,"VIDEOCASS, VIDEODISC",5
2015-09-01,VIDEODISC,163522
2015-09-01,VIDEOREC,9
2015-09-01,VISUAL,486
2015-08-01,ATLAS,34
2015-08-01,AUDIOBOOK,42744
2015-08-01,BOOK,354284
2015-08-01,CR,477
2015-08-01,EBOOK,120065
2015-08-01,ER,252
2015-08-01,"ER, MAP",1
2015-08-01,"ER, NONPROJGRAPH",4
2015-08-01,"ER, PRINT",3
2015-08-01,"ER, REGPRINT",1
2015-08-01,"ER, SOUNDDISC",169
2015-08-01,"ER, VIDEODISC",117
2015-08-01,"ER, VIDEOREC",1
2015-08-01,"FLASHCARD, SOUNDDISC",14
2015-08-01,GLOBE,7
2015-08-01,KIT,7
2015-08-01,LARGEPRINT,43
2015-08-01,MAP,30
2015-08-01,MICROFORM,3
2015-08-01,MIXED,391
2015-08-01,MOVIE,3662
2015-08-01,MUSIC,4085
2015-08-01,MUSICSNDREC,7
2015-08-01,NOTATEDMUSIC,2
2015-08-01,REGPRINT,310
2015-08-01,"REGPRINT, SOUNDDISC",5
2015-08-01,"REGPRINT, VIDEOREC",7
2015-08-01,"SLIDE, VIDEOCASS",1
2015-08-01,SOUNDCASS,21
2015-08-01,"SOUNDCASS, SOUNDDISC",1
2015-08-01,SOUNDDISC,65981
2015-08-01,"SOUNDDISC, SOUNDREC",2
2015-08-01,"SOUNDDISC, VIDEOCASS",1
2015-08-01,"SOUNDDISC, VIDEODISC",876
2015-08-01,SOUNDREC,481
2015-08-01,TELEVISION,1264
2015-08-01,VIDEO,195
2015-08-01,VIDEOCART,20
2015-08-01,VIDEOCASS,62
2015-08-01,"VIDEOCASS, VIDEODISC",11
2015-08-01,VIDEODISC,174403
2015-08-01,VIDEOREC,11
2015-08-01,VISUAL,509
2015-07-01,ATLAS,41
2015-07-01,AUDIOBOOK,41564
2015-07-01,BOOK,357568
2015-07-01,CR,447
2015-07-01,EBOOK,119064
2015-07-01,ER,281
2015-07-01,"ER, NONPROJGRAPH",6
2015-07-01,"ER, PRINT",3
2015-07-01,"ER, SOUNDDISC",196
2015-07-01,"ER, VIDEODISC",149
2015-07-01,"FLASHCARD, SOUNDDISC",15
2015-07-01,GLOBE,5
2015-07-01,KIT,12
2015-07-01,LARGEPRINT,53
2015-07-01,MAP,27
2015-07-01,MICROFORM,2
2015-07-01,MIXED,378
2015-07-01,MOVIE,3812
2015-07-01,MUSIC,3969
2015-07-01,MUSICSNDREC,8
2015-07-01,NOTATEDMUSIC,1
2015-07-01,"PICTURE, VIDEODISC",1
2015-07-01,REGPRINT,287
2015-07-01,"REGPRINT, SOUNDDISC",7
2015-07-01,"REGPRINT, VIDEOREC",8
2015-07-01,SOUNDCASS,16
2015-07-01,"SOUNDCASS, SOUNDDISC, VIDEOCASS, VIDEODISC",3
2015-07-01,SOUNDDISC,66620
2015-07-01,"SOUNDDISC, VIDEOCASS",2
2015-07-01,"SOUNDDISC, VIDEODISC",844
2015-07-01,SOUNDREC,459
2015-07-01,TELEVISION,1192
2015-07-01,VIDEO,211
2015-07-01,VIDEOCART,14
2015-07-01,VIDEOCASS,60
2015-07-01,"VIDEOCASS, VIDEODISC",6
2015-07-01,VIDEODISC,171549
2015-07-01,VIDEOREC,12
2015-07-01,VISUAL,543
2015-06-01,ATLAS,41
2015-06-01,AUDIOBOOK,38535
2015-06-01,BOOK,290622
2015-06-01,CR,371
2015-06-01,EBOOK,108668
2015-06-01,ER,234
2015-06-01,"ER, NONPROJGRAPH",5
2015-06-01,"ER, PICTURE",1
2015-06-01,"ER, PRINT",4
2015-06-01,"ER, SOUNDDISC",128
2015-06-01,"ER, VIDEODISC",119
2015-06-01,"ER, VIDEOREC",1
2015-06-01,"FLASHCARD, SOUNDDISC",16
2015-06-01,GLOBE,4
2015-06-01,KIT,3
2015-06-01,LARGEPRINT,30
2015-06-01,MAP,31
2015-06-01,MICROFORM,2
2015-06-01,MIXED,187
2015-06-01,MOVIE,3373
2015-06-01,MUSIC,3849
2015-06-01,MUSICSNDREC,4
2015-06-01,REGPRINT,220
2015-06-01,"REGPRINT, VIDEOREC",5
2015-06-01,SOUNDCASS,20
2015-06-01,SOUNDDISC,57433
2015-06-01,"SOUNDDISC, SOUNDREC",3
2015-06-01,"SOUNDDISC, VIDEOCASS",1
2015-06-01,"SOUNDDISC, VIDEODISC",713
2015-06-01,SOUNDREC,378
2015-06-01,TELEVISION,1135
2015-06-01,VIDEO,221
2015-06-01,VIDEOCART,16
2015-06-01,VIDEOCASS,52
2015-06-01,"VIDEOCASS, VIDEODISC",9
2015-06-01,VIDEODISC,141486
2015-06-01,VIDEOREC,6
2015-06-01,VISUAL,446
2015-05-01,ATLAS,44
2015-05-01,AUDIOBOOK,38434
2015-05-01,BOOK,315522
2015-05-01,CR,413
2015-05-01,EBOOK,106853
2015-05-01,ER,277
2015-05-01,"ER, NONPROJGRAPH",3
2015-05-01,"ER, PRINT",2
2015-05-01,"ER, SOUNDDISC",160
2015-05-01,"ER, VIDEODISC",128
2015-05-01,"ER, VIDEOREC",2
2015-05-01,"FLASHCARD, SOUNDDISC",10
2015-05-01,GLOBE,7
2015-05-01,KIT,1
2015-05-01,LARGEPRINT,2
2015-05-01,MAP,25
2015-05-01,MIXED,201
2015-05-01,MOVIE,3710
2015-05-01,MUSIC,4473
2015-05-01,MUSICSNDREC,3
2015-05-01,REGPRINT,191
2015-05-01,"REGPRINT, VIDEOREC",5
2015-05-01,SOUNDCASS,18
2015-05-01,"SOUNDCASS, SOUNDDISC, VIDEOCASS, VIDEODISC",1
2015-05-01,SOUNDDISC,65839
2015-05-01,"SOUNDDISC, SOUNDREC",2
2015-05-01,"SOUNDDISC, VIDEOCASS",2
2015-05-01,"SOUNDDISC, VIDEODISC",845
2015-05-01,SOUNDREC,410
2015-05-01,TELEVISION,1209
2015-05-01,VIDEO,385
2015-05-01,VIDEOCART,10
2015-05-01,VIDEOCASS,60
2015-05-01,"VIDEOCASS, VIDEODISC",13
2015-05-01,VIDEODISC,168105
2015-05-01,VIDEOREC,9
2015-05-01,VISUAL,545
2015-04-01,ATLAS,46
2015-04-01,AUDIOBOOK,36572
2015-04-01,BOOK,329260
2015-04-01,COMPFILE,1
2015-04-01,CR,555
2015-04-01,EBOOK,105243
2015-04-01,ER,302
2015-04-01,"ER, NONPROJGRAPH",1
2015-04-01,"ER, PRINT",6
2015-04-01,"ER, SOUNDDISC",148
2015-04-01,"ER, VIDEODISC",154
2015-04-01,"FLASHCARD, SOUNDDISC",14
2015-04-01,GLOBE,11
2015-04-01,KIT,5
2015-04-01,MAP,34
2015-04-01,MIXED,90
2015-04-01,MOVIE,3408
2015-04-01,MUSIC,4187
2015-04-01,MUSICSNDREC,5
2015-04-01,NOTATEDMUSIC,3
2015-04-01,REGPRINT,182
2015-04-01,"REGPRINT, VIDEOREC",12
2015-04-01,SOUNDCASS,22
2015-04-01,"SOUNDCASS, SOUNDDISC, VIDEOCASS, VIDEODISC",1
2015-04-01,SOUNDDISC,68331
2015-04-01,"SOUNDDISC, SOUNDREC",4
2015-04-01,"SOUNDDISC, VIDEOCASS",1
2015-04-01,"SOUNDDISC, VIDEODISC",979
2015-04-01,SOUNDREC,476
2015-04-01,TELEVISION,1292
2015-04-01,VIDEO,366
2015-04-01,VIDEOCART,15
2015-04-01,VIDEOCASS,58
2015-04-01,"VIDEOCASS, VIDEODISC",11
2015-04-01,VIDEODISC,176936
2015-04-01,VIDEOREC,10
2015-04-01,VISUAL,597
2015-03-01,ATLAS,73
2015-03-01,AUDIOBOOK,37135
2015-03-01,BOOK,350381
2015-03-01,CR,570
2015-03-01,EBOOK,109775
2015-03-01,ER,296
2015-03-01,"ER, NONPROJGRAPH",4
2015-03-01,"ER, PRINT",4
2015-03-01,"ER, SOUNDDISC",161
2015-03-01,"ER, VIDEODISC",165
2015-03-01,"ER, VIDEOREC",3
2015-03-01,"FLASHCARD, SOUNDDISC",15
2015-03-01,GLOBE,10
2015-03-01,KIT,4
2015-03-01,LARGEPRINT,1
2015-03-01,MAP,33
2015-03-01,MIXED,62
2015-03-01,MOVIE,3659
2015-03-01,MUSIC,4558
2015-03-01,MUSICSNDREC,6
2015-03-01,REGPRINT,189
2015-03-01,"REGPRINT, VIDEOREC",1
2015-03-01,SLIDE,1
2015-03-01,SOUNDCASS,32
2015-03-01,"SOUNDCASS, SOUNDDISC, VIDEOCASS, VIDEODISC",1
2015-03-01,SOUNDDISC,73813
2015-03-01,"SOUNDDISC, SOUNDREC",3
2015-03-01,"SOUNDDISC, VIDEOCASS",1
2015-03-01,"SOUNDDISC, VIDEODISC",1045
2015-03-01,SOUNDREC,472
2015-03-01,TELEVISION,1204
2015-03-01,VIDEO,431
2015-03-01,VIDEOCART,12
2015-03-01,VIDEOCASS,66
2015-03-01,"VIDEOCASS, VIDEODISC",11
2015-03-01,VIDEODISC,189078
2015-03-01,VIDEOREC,11
2015-03-01,VISUAL,631
2015-02-01,ATLAS,36
2015-02-01,AUDIOBOOK,33234
2015-02-01,BOOK,305869
2015-02-01,CR,481
2015-02-01,EBOOK,99085
2015-02-01,ER,207
2015-02-01,"ER, NONPROJGRAPH",5
2015-02-01,"ER, PRINT",2
2015-02-01,"ER, SOUNDDISC",134
2015-02-01,"ER, VIDEODISC",178
2015-02-01,"ER, VIDEOREC",2
2015-02-01,"FLASHCARD, SOUNDDISC",14
2015-02-01,GLOBE,9
2015-02-01,KIT,3
2015-02-01,LARGEPRINT,1
2015-02-01,MAP,24
2015-02-01,MICROFORM,1
2015-02-01,MIXED,57
2015-02-01,MOVIE,3726
2015-02-01,MUSIC,4330
2015-02-01,MUSICSNDREC,5
2015-02-01,NOTATEDMUSIC,1
2015-02-01,REGPRINT,143
2015-02-01,"SLIDE, SOUNDCASS",1
2015-02-01,SOUNDCASS,20
2015-02-01,"SOUNDCASS, SOUNDDISC, VIDEOCASS, VIDEODISC",1
2015-02-01,SOUNDDISC,67192
2015-02-01,"SOUNDDISC, SOUNDREC",1
2015-02-01,"SOUNDDISC, VIDEOCASS",2
2015-02-01,"SOUNDDISC, VIDEODISC",944
2015-02-01,SOUNDREC,416
2015-02-01,TELEVISION,1160
2015-02-01,VIDEO,468
2015-02-01,VIDEOCART,14
2015-02-01,VIDEOCASS,59
2015-02-01,"VIDEOCASS, VIDEODISC",6
2015-02-01,VIDEODISC,169103
2015-02-01,VIDEOREC,6
2015-02-01,VISUAL,611
2015-01-01,ATLAS,60
2015-01-01,AUDIOBOOK,34922
2015-01-01,BOOK,341351
2015-01-01,CR,650
2015-01-01,EBOOK,109199
2015-01-01,ER,267
2015-01-01,"ER, NONPROJGRAPH",6
2015-01-01,"ER, SOUNDDISC",174
2015-01-01,"ER, VIDEODISC",164
2015-01-01,"ER, VIDEOREC",2
2015-01-01,"FLASHCARD, SOUNDDISC",13
2015-01-01,GLOBE,10
2015-01-01,KIT,6
2015-01-01,MAP,29
2015-01-01,MIXED,95
2015-01-01,MOVIE,4167
2015-01-01,MUSIC,4085
2015-01-01,MUSICSNDREC,5
2015-01-01,PRINT,1
2015-01-01,REGPRINT,186
2015-01-01,SLIDE,1
2015-01-01,SOUNDCASS,23
2015-01-01,"SOUNDCASS, SOUNDDISC",2
2015-01-01,"SOUNDCASS, VIDEOCASS",1
2015-01-01,SOUNDDISC,73227
2015-01-01,"SOUNDDISC, SOUNDREC",2
2015-01-01,"SOUNDDISC, VIDEODISC",996
2015-01-01,SOUNDREC,435
2015-01-01,TELEVISION,1472
2015-01-01,VIDEO,191
2015-01-01,VIDEOCART,14
2015-01-01,VIDEOCASS,52
2015-01-01,"VIDEOCASS, VIDEODISC",14
2015-01-01,VIDEODISC,187576
2015-01-01,VIDEOREC,11
2015-01-01,VISUAL,598
